application_id,age,education,employment_type,marital_status,dependents,monthly_income,loan_amount,loan_term,interest_rate,loan_purpose,credit_score,credit_history_length,existing_loans,existing_debt,credit_inquiries,payment_history_pct,late_payments,bankruptcy_history,home_ownership,employment_length,default,application_date
APP001790,42,Vocational,Full-Time,Divorced,0,50000.0,500000.0,60,22.33,Home,599,15.5,0,0.0,1,89.45,1,0,Own,2.4,0,2023-05-25
APP001791,18,Bachelor,Retired,Single,0,40470.99,500000.0,24,5.87,Personal,649,2.3,0,0.0,3,64.17,0,1,Rent,8.5,1,2023-09-17
APP001792,37,Master,Full-Time,Married,3,50000.0,200406.39,60,14.92,Business,707,9.6,1,144974.22,1,92.45,2,0,Rent,2.0,0,2021-08-04
APP001793,37,High School,Self-Employed,Married,2,17561.63,95170.99,36,20.72,Personal,649,1.7,2,51299.27,1,75.72,1,0,Own,7.4,0,2022-08-11
APP001794,51,PhD,Full-Time,Married,3,50000.0,393568.5,24,16.87,Auto,710,5.9,2,153600.79,4,77.23,1,0,Rent,5.1,0,2022-10-21
APP001795,27,Master,Full-Time,Married,4,48797.06,500000.0,24,19.26,Education,674,1.2,0,0.0,3,86.75,2,0,Own,10.7,0,2021-11-14
APP001796,42,Vocational,Part-Time,Married,2,25526.01,379254.71,36,7.02,Home,730,3.8,2,78928.27,2,86.94,2,0,Rent,12.7,0,2023-10-17
APP001797,50,Bachelor,Full-Time,Single,0,50000.0,218184.28,48,17.98,Business,581,15.5,1,235853.38,2,88.62,2,0,Rent,6.6,0,2023-11-19
APP001798,33,High School,Full-Time,Married,2,16744.0,245587.71,24,20.59,Debt Consolidation,700,1.7,0,0.0,2,87.24,1,0,Rent,3.4,0,2020-07-13
APP001799,36,Vocational,Part-Time,Divorced,2,18091.9,232146.21,36,13.09,Personal,798,3.0,4,20117.08,1,82.76,1,0,Own,3.8,0,2020-09-12
APP001800,41,Master,Full-Time,Single,0,50000.0,470666.44,60,11.09,Personal,651,4.9,3,69153.45,1,74.54,2,0,Own,2.1,0,2023-06-10
APP001801,24,High School,Self-Employed,Married,1,23643.99,272259.59,48,15.02,Debt Consolidation,797,7.3,3,13833.79,1,86.33,3,0,Rent,0.2,0,2021-05-27
APP001802,40,Vocational,Full-Time,Married,1,50000.0,228545.03,24,8.67,Business,579,4.0,1,157341.65,2,72.73,4,0,Rent,2.2,0,2022-06-25
APP001803,66,Master,Self-Employed,Married,1,31942.23,419576.8,36,15.59,Debt Consolidation,526,3.3,3,103667.21,2,97.08,1,1,Rent,8.2,0,2020-10-30
APP001804,35,Vocational,Full-Time,Married,3,50000.0,430518.8,60,19.08,Education,692,2.4,1,246446.93,4,96.26,5,0,Own,1.4,0,2022-04-17
APP001805,18,Master,Full-Time,Divorced,0,13101.49,46667.35,60,21.11,Business,738,0.6,1,9435.37,1,90.88,2,0,Own,2.2,0,2022-02-09
APP001806,30,Master,Full-Time,Single,3,50000.0,500000.0,24,19.78,Business,695,6.0,0,0.0,0,77.12,3,0,Rent,0.8,0,2020-12-23
APP001807,22,High School,Full-Time,Married,1,50000.0,491220.02,72,12.51,Personal,612,6.7,1,83345.54,0,78.44,3,0,Mortgage,17.4,0,2021-07-12
APP001808,46,Bachelor,Full-Time,Widowed,0,50000.0,500000.0,60,22.59,Education,655,2.8,1,131079.14,1,82.41,1,0,Rent,2.7,0,2021-12-24
APP001809,42,Master,Full-Time,Married,0,31882.9,240498.8,36,6.18,Medical,637,3.8,1,50755.06,3,75.7,1,0,Mortgage,5.1,0,2022-01-30
APP001810,18,High School,Full-Time,Married,1,40383.5,376391.45,24,12.33,Personal,532,3.2,1,92888.41,0,94.09,1,0,Own,2.0,0,2021-10-16
APP001811,25,Bachelor,Full-Time,Married,1,50000.0,152251.47,36,22.88,Medical,817,13.2,1,101325.79,3,75.6,3,0,Mortgage,5.7,0,2021-01-24
APP001812,57,High School,Full-Time,Single,1,32620.22,150602.59,36,17.43,Medical,651,5.9,0,0.0,3,85.18,2,0,Rent,7.0,0,2020-07-27
APP001813,46,Master,Unemployed,Married,0,18667.44,77482.46,36,19.33,Personal,825,3.7,1,17049.75,2,78.44,2,0,Other,1.1,0,2022-10-04
APP001814,21,Bachelor,Full-Time,Single,1,50000.0,500000.0,36,10.63,Medical,704,7.1,3,81079.72,0,84.07,2,0,Rent,7.4,0,2020-04-05
APP001815,56,Bachelor,Full-Time,Widowed,4,15659.24,83932.13,72,12.84,Business,667,3.5,2,53682.15,0,89.21,2,0,Mortgage,17.5,0,2022-07-27
APP001816,48,Bachelor,Retired,Widowed,0,39969.75,429867.33,48,18.54,Education,704,4.5,3,111583.63,3,81.26,0,0,Rent,2.2,0,2022-11-03
APP001817,58,Bachelor,Self-Employed,Single,4,47943.63,414107.16,48,18.22,Home,683,2.8,0,0.0,2,63.93,2,1,Mortgage,6.5,0,2020-01-26
APP001818,54,High School,Full-Time,Widowed,0,50000.0,452798.9,60,24.77,Home,715,4.5,0,0.0,0,89.88,0,0,Own,10.1,0,2020-02-09
APP001819,21,Master,Self-Employed,Married,2,46490.27,361202.91,48,24.13,Personal,675,2.7,0,0.0,0,77.58,2,0,Mortgage,5.9,0,2021-12-19
APP001820,34,High School,Self-Employed,Single,2,50000.0,500000.0,60,17.94,Home,747,4.5,0,0.0,0,90.46,2,0,Mortgage,9.0,0,2022-01-11
APP001821,47,PhD,Self-Employed,Single,2,46770.74,500000.0,48,24.68,Personal,590,8.0,3,35079.61,1,86.7,2,0,Own,26.3,0,2022-10-13
APP001822,56,High School,Full-Time,Married,2,14934.42,55018.31,48,23.44,Personal,768,2.9,1,67562.45,1,90.5,4,0,Own,2.7,0,2021-10-26
APP001823,35,Bachelor,Self-Employed,Married,2,31053.66,238290.84,12,18.47,Auto,683,1.2,0,0.0,2,83.18,4,0,Own,8.2,0,2023-08-20
APP001824,51,Bachelor,Full-Time,Married,0,14212.15,163719.15,60,19.42,Auto,652,10.5,2,64344.07,2,73.89,1,0,Rent,0.6,0,2022-12-11
APP001825,73,Master,Full-Time,Married,2,50000.0,500000.0,36,20.92,Education,642,5.4,0,0.0,1,92.51,1,0,Mortgage,1.8,0,2022-07-30
APP001826,18,Master,Full-Time,Divorced,1,48081.47,463387.68,36,17.13,Business,538,7.9,3,151165.6,5,75.18,1,0,Mortgage,7.2,1,2023-04-24
APP001827,34,Bachelor,Full-Time,Widowed,2,16536.44,190019.41,36,11.88,Debt Consolidation,693,4.5,1,40959.67,2,39.73,1,0,Own,10.6,0,2022-03-08
APP001828,37,Bachelor,Unemployed,Married,0,6029.78,49482.32,36,9.18,Auto,625,13.9,4,4386.08,3,94.46,0,0,Own,7.0,0,2020-08-04
APP001829,26,Bachelor,Full-Time,Married,1,50000.0,500000.0,12,13.17,Home,671,4.1,4,161159.63,4,86.45,3,0,Own,3.5,0,2020-02-28
APP001830,35,High School,Full-Time,Single,3,50000.0,458501.23,36,23.37,Home,786,2.3,3,244553.54,4,91.14,0,0,Mortgage,2.7,0,2020-02-15
APP001831,50,Vocational,Full-Time,Married,1,43168.25,346648.45,36,13.33,Business,738,3.7,2,105747.1,2,68.95,0,1,Rent,9.6,0,2023-01-14
APP001832,26,Bachelor,Retired,Divorced,0,13190.98,63369.7,60,7.9,Home,737,3.7,0,0.0,2,70.77,1,0,Own,1.5,0,2023-04-09
APP001833,53,High School,Unemployed,Single,1,8908.43,123605.56,48,5.1,Home,746,1.9,5,38794.18,1,82.47,1,0,Rent,12.3,0,2021-03-04
APP001834,37,Bachelor,Full-Time,Single,0,35177.59,299045.97,48,21.71,Debt Consolidation,601,5.1,0,0.0,3,82.16,2,0,Rent,8.7,0,2023-08-14
APP001835,48,Bachelor,Part-Time,Married,4,24182.53,87729.76,72,7.5,Education,564,3.1,1,39032.3,2,63.81,1,0,Own,7.3,0,2022-10-16
APP001836,52,High School,Full-Time,Widowed,1,25019.76,300859.22,48,9.17,Debt Consolidation,659,5.3,5,105592.71,1,78.4,2,0,Mortgage,7.6,0,2022-03-07
APP001837,18,Bachelor,Full-Time,Divorced,0,30517.52,212177.05,48,12.57,Medical,632,10.8,0,0.0,0,84.66,2,1,Rent,9.3,0,2023-01-01
APP001838,26,Bachelor,Part-Time,Single,2,10975.73,111738.52,60,19.84,Medical,467,8.9,3,42262.92,1,89.65,1,0,Rent,3.6,0,2022-04-09
APP001839,18,High School,Full-Time,Single,2,50000.0,291536.53,24,5.66,Business,760,7.4,3,86220.99,1,79.56,2,0,Mortgage,5.2,0,2022-12-20
APP001840,43,High School,Part-Time,Married,0,15735.09,165605.18,36,10.78,Business,749,1.9,3,77546.56,3,87.77,1,0,Mortgage,5.7,0,2023-02-17
APP001841,31,Bachelor,Part-Time,Divorced,3,18805.25,118004.82,24,6.43,Home,605,6.0,1,10635.24,2,77.13,1,0,Own,4.0,0,2022-12-17
APP001842,37,Bachelor,Full-Time,Divorced,2,43483.61,310333.61,60,17.89,Education,704,5.3,1,153050.0,1,79.46,3,0,Other,12.4,0,2020-05-29
APP001843,25,Bachelor,Full-Time,Married,1,50000.0,475554.78,36,21.89,Home,643,9.8,1,167898.26,5,96.49,2,0,Rent,2.3,0,2020-09-26
APP001844,39,Bachelor,Unemployed,Married,0,25187.74,327794.71,36,13.88,Debt Consolidation,680,6.0,1,88234.17,4,92.11,3,0,Mortgage,1.4,0,2020-05-09
APP001845,39,Master,Full-Time,Divorced,1,50000.0,478293.96,60,24.7,Personal,804,9.1,2,172058.65,2,73.38,3,0,Rent,9.5,0,2022-09-26
APP001846,53,Bachelor,Full-Time,Married,2,50000.0,500000.0,48,19.86,Debt Consolidation,762,6.6,0,0.0,1,85.77,0,1,Rent,6.6,0,2022-06-07
APP001847,49,Bachelor,Full-Time,Widowed,3,50000.0,500000.0,72,24.97,Home,709,3.8,1,36009.16,2,69.27,1,0,Rent,11.4,0,2020-07-16
APP001848,38,Vocational,Self-Employed,Married,0,22955.95,128809.66,24,8.38,Business,729,12.5,2,45297.68,1,69.08,0,0,Mortgage,1.6,0,2020-06-16
APP001849,22,Bachelor,Full-Time,Widowed,1,28550.94,218505.63,36,17.6,Business,743,3.5,0,0.0,2,97.53,0,0,Rent,2.9,0,2021-07-18
APP001850,49,High School,Full-Time,Married,2,22706.95,146384.58,24,7.95,Debt Consolidation,795,10.4,2,75439.46,6,69.62,2,0,Own,6.3,0,2021-03-01
APP001851,25,Master,Full-Time,Single,2,50000.0,449522.34,36,24.26,Business,647,8.5,1,229167.32,2,78.65,0,1,Rent,10.3,0,2022-03-05
APP001852,42,Bachelor,Full-Time,Single,0,46832.76,422768.17,24,22.17,Home,850,4.6,0,0.0,0,76.57,1,0,Rent,4.9,0,2020-08-29
APP001853,55,Bachelor,Part-Time,Single,3,42854.51,132615.86,48,9.6,Business,647,3.0,1,61096.31,1,86.25,4,0,Mortgage,4.9,0,2021-10-08
APP001854,63,PhD,Full-Time,Married,3,48606.35,236617.7,36,19.83,Debt Consolidation,767,6.2,1,118933.26,2,50.6,2,0,Rent,3.0,0,2021-01-30
APP001855,62,Bachelor,Full-Time,Single,3,24121.11,149827.75,48,19.79,Business,713,2.1,0,0.0,3,67.8,4,0,Mortgage,4.7,0,2021-07-02
APP001856,53,High School,Full-Time,Married,2,50000.0,500000.0,36,6.87,Personal,623,9.0,3,244061.21,1,98.27,3,0,Rent,15.9,0,2021-10-06
APP001857,32,Master,Full-Time,Divorced,3,43538.79,418023.13,36,10.35,Home,735,7.9,2,196784.01,1,84.89,0,1,Rent,1.4,0,2021-08-25
APP001858,40,Bachelor,Full-Time,Single,0,31768.43,221418.07,24,12.56,Auto,675,5.5,4,50182.76,4,73.04,0,0,Mortgage,5.8,0,2020-03-12
APP001859,48,Bachelor,Part-Time,Married,4,22000.28,102917.34,24,22.09,Debt Consolidation,687,2.3,0,0.0,0,85.45,3,0,Mortgage,8.4,0,2021-11-17
APP001860,27,High School,Unemployed,Single,1,4233.19,31454.78,36,13.97,Medical,578,6.8,0,0.0,2,66.51,0,0,Own,6.1,0,2020-11-01
APP001861,59,Bachelor,Full-Time,Single,4,50000.0,500000.0,60,9.55,Personal,656,8.1,0,0.0,1,78.91,0,0,Own,1.4,0,2022-04-19
APP001862,42,PhD,Full-Time,Divorced,4,50000.0,500000.0,36,14.0,Personal,671,6.9,2,81403.05,3,77.3,1,0,Rent,7.9,0,2021-08-03
APP001863,52,Bachelor,Part-Time,Single,3,50000.0,500000.0,48,19.27,Medical,607,5.2,1,207683.75,0,90.57,0,1,Other,13.6,0,2023-12-08
APP001864,45,High School,Full-Time,Single,0,50000.0,269712.3,60,10.08,Debt Consolidation,718,7.2,4,35950.45,2,95.04,2,1,Rent,11.7,0,2021-12-15
APP001865,33,Bachelor,Full-Time,Married,1,50000.0,325378.83,72,13.59,Home,736,4.2,0,0.0,2,77.34,0,0,Own,7.6,0,2023-09-06
APP001866,36,High School,Part-Time,Married,1,25122.63,364918.12,72,16.92,Education,699,4.3,1,110188.14,4,71.07,0,0,Mortgage,8.5,0,2022-09-01
APP001867,24,Vocational,Part-Time,Married,1,50000.0,500000.0,24,10.35,Personal,673,5.8,1,51275.71,0,80.71,0,0,Own,2.5,0,2022-03-21
APP001868,32,Vocational,Self-Employed,Single,4,28340.36,223091.9,12,15.86,Personal,619,6.2,0,0.0,1,93.48,2,0,Mortgage,6.4,0,2022-02-14
APP001869,65,Bachelor,Full-Time,Single,3,11217.25,139303.3,24,12.93,Home,732,13.6,1,43928.04,4,87.98,0,0,Rent,5.8,0,2022-01-20
APP001870,34,High School,Retired,Married,2,14697.13,201235.11,36,18.28,Debt Consolidation,682,1.7,0,0.0,3,77.83,2,0,Own,1.9,0,2023-05-15
APP001871,24,Bachelor,Full-Time,Widowed,3,40917.82,372868.74,36,7.78,Personal,735,6.0,5,146354.7,3,84.21,2,0,Mortgage,3.3,0,2020-12-01
APP001872,39,Vocational,Unemployed,Married,0,11611.21,46758.67,48,18.81,Business,643,6.5,0,0.0,1,91.43,2,0,Mortgage,1.5,0,2023-02-11
APP001873,36,High School,Self-Employed,Married,0,30131.81,413055.08,24,23.26,Education,709,5.4,4,127330.98,4,67.33,3,0,Mortgage,6.2,0,2022-05-02
APP001874,49,Bachelor,Self-Employed,Single,1,50000.0,500000.0,48,21.02,Personal,448,11.6,0,0.0,1,80.15,1,0,Rent,5.3,0,2022-12-11
APP001875,53,Vocational,Part-Time,Single,0,31479.75,400259.67,48,23.49,Home,585,9.1,1,145229.01,1,70.96,2,0,Mortgage,9.5,0,2020-10-26
APP001876,30,Master,Self-Employed,Married,1,50000.0,466030.79,72,17.84,Auto,767,2.7,0,0.0,3,63.14,1,0,Own,4.7,0,2020-07-21
APP001877,18,High School,Full-Time,Single,4,20787.73,168681.71,48,19.83,Education,694,2.1,1,31669.88,4,65.67,1,0,Own,9.1,0,2020-11-11
APP001878,44,Vocational,Part-Time,Married,3,26565.56,334348.31,48,8.62,Home,695,6.3,1,117644.51,2,79.58,2,0,Rent,8.5,0,2022-01-17
APP001879,50,High School,Full-Time,Single,1,50000.0,500000.0,36,19.93,Medical,688,1.4,1,129348.3,2,88.69,2,1,Own,8.7,0,2020-11-02
APP001880,36,High School,Full-Time,Single,0,50000.0,212579.17,36,8.69,Medical,600,3.1,2,193449.48,2,75.41,2,0,Rent,6.0,0,2020-03-01
APP001881,37,Bachelor,Self-Employed,Single,3,50000.0,500000.0,24,22.59,Debt Consolidation,747,6.2,2,117426.32,3,91.99,1,0,Mortgage,4.9,0,2021-02-12
APP001882,32,Bachelor,Full-Time,Single,3,32596.49,476200.73,36,14.17,Personal,676,5.4,1,134447.19,1,88.72,0,0,Own,1.1,0,2021-05-27
APP001883,47,Master,Full-Time,Single,3,50000.0,173349.2,48,10.66,Personal,850,3.8,1,207909.84,3,92.68,2,1,Rent,9.8,0,2020-03-12
APP001884,44,High School,Full-Time,Single,2,50000.0,500000.0,48,13.93,Business,792,7.7,1,216746.85,0,89.5,1,0,Own,2.2,0,2021-11-19
APP001885,44,Vocational,Full-Time,Divorced,2,49125.21,500000.0,72,22.43,Home,565,5.5,0,0.0,0,96.92,5,0,Own,3.3,0,2022-03-13
APP001886,51,High School,Self-Employed,Married,1,48111.56,429073.69,36,14.58,Debt Consolidation,658,6.1,3,79405.59,1,95.38,3,0,Rent,3.2,0,2020-04-22
APP001887,21,Master,Full-Time,Single,5,41284.73,475633.98,36,12.17,Debt Consolidation,635,4.5,0,0.0,2,60.87,2,0,Rent,4.2,0,2020-07-23
APP001888,47,Master,Full-Time,Married,0,22406.47,244353.96,36,15.09,Medical,603,8.4,0,0.0,4,68.47,1,0,Mortgage,18.2,0,2020-12-13
APP001889,31,Master,Self-Employed,Widowed,2,50000.0,368700.46,36,16.92,Medical,715,5.0,1,103648.14,0,87.96,2,0,Own,10.4,0,2020-08-18
APP001890,48,Master,Full-Time,Married,4,50000.0,365135.12,36,19.88,Medical,627,9.8,1,162159.06,1,93.32,0,0,Rent,4.7,0,2021-09-01
APP001891,60,Bachelor,Retired,Married,2,7369.56,94888.05,12,15.67,Auto,636,2.5,1,4670.29,0,88.21,2,1,Other,3.6,0,2020-07-15
APP001892,35,Bachelor,Self-Employed,Single,4,29148.75,298167.94,24,18.9,Business,531,1.9,0,0.0,5,88.98,2,0,Own,3.7,0,2020-02-06
APP001893,38,Bachelor,Full-Time,Single,1,34661.3,116411.82,48,21.55,Education,582,2.0,1,50149.8,3,77.77,1,0,Own,3.3,0,2020-10-18
APP001894,45,Bachelor,Full-Time,Married,0,16418.43,148380.24,36,23.09,Personal,850,5.4,2,26397.62,2,96.03,0,1,Mortgage,7.3,0,2023-08-17
APP001895,25,High School,Part-Time,Married,0,41360.9,220263.99,12,6.22,Education,763,14.3,1,142074.14,3,65.27,1,0,Rent,5.7,0,2021-01-05
APP001896,38,High School,Full-Time,Married,0,25307.15,280569.84,60,22.24,Education,850,1.6,1,15394.48,1,77.81,2,0,Own,2.7,0,2022-02-26
APP001897,50,High School,Part-Time,Married,3,39856.05,137803.93,72,17.21,Business,564,2.1,0,0.0,2,86.96,3,0,Mortgage,9.2,0,2021-04-25
APP001898,30,High School,Full-Time,Married,2,50000.0,269538.53,48,22.27,Home,655,8.4,4,188691.95,2,68.92,0,1,Mortgage,2.6,1,2022-11-12
APP001899,42,Master,Full-Time,Single,0,33183.12,456810.89,48,24.11,Auto,707,5.4,1,143209.03,1,87.38,1,1,Other,2.3,0,2023-09-12
APP001900,18,Master,Full-Time,Single,5,40444.47,500000.0,12,16.21,Debt Consolidation,648,8.6,0,0.0,1,97.37,2,0,Mortgage,3.0,0,2022-09-05
APP001901,55,High School,Self-Employed,Single,3,32647.07,206225.43,60,10.95,Home,803,4.0,0,0.0,1,62.39,0,0,Mortgage,5.4,0,2023-08-26
APP001902,38,Bachelor,Full-Time,Married,1,30007.63,219152.83,12,12.42,Business,761,8.0,1,24795.5,0,80.24,3,0,Rent,3.6,0,2023-08-03
APP001903,35,Vocational,Part-Time,Single,0,48934.88,500000.0,48,8.57,Auto,682,2.7,1,35347.41,1,79.2,2,0,Rent,4.1,0,2023-08-04
APP001904,40,Master,Full-Time,Single,0,50000.0,500000.0,48,19.13,Personal,550,11.8,0,0.0,1,91.37,1,0,Rent,2.7,0,2023-03-15
APP001905,23,Bachelor,Full-Time,Divorced,2,11437.61,37122.65,36,14.51,Personal,677,2.7,0,0.0,1,73.89,1,0,Rent,5.9,0,2022-07-21
APP001906,41,High School,Self-Employed,Divorced,2,50000.0,226713.48,36,15.43,Education,744,0.6,0,0.0,0,97.04,3,0,Mortgage,1.6,0,2020-12-29
APP001907,27,High School,Self-Employed,Married,3,50000.0,471585.0,48,13.55,Personal,740,7.0,0,0.0,3,84.06,3,0,Mortgage,6.9,0,2020-06-02
APP001908,30,High School,Full-Time,Married,0,21470.23,151483.52,36,5.29,Education,656,6.8,1,72678.85,0,89.91,2,0,Rent,4.6,0,2021-03-15
APP001909,42,High School,Full-Time,Married,0,42223.07,348350.71,12,9.38,Debt Consolidation,737,7.7,0,0.0,0,98.62,3,0,Own,9.3,0,2020-02-25
APP001910,33,Bachelor,Part-Time,Divorced,0,50000.0,357292.07,72,5.59,Business,550,1.7,0,0.0,2,68.09,0,0,Mortgage,10.5,0,2023-02-05
APP001911,29,Master,Full-Time,Married,0,50000.0,439179.54,60,15.71,Medical,684,8.8,3,103554.22,1,97.64,3,0,Rent,3.5,0,2021-04-14
APP001912,46,PhD,Full-Time,Married,2,50000.0,433450.22,36,23.19,Personal,720,4.0,0,0.0,2,87.95,4,0,Mortgage,0.8,0,2021-12-26
APP001913,35,Bachelor,Retired,Married,2,11841.44,52056.81,24,6.39,Home,578,4.9,1,38557.59,0,85.69,1,0,Own,3.7,0,2021-04-14
APP001914,42,Master,Full-Time,Married,4,50000.0,498975.38,24,11.14,Home,778,2.6,0,0.0,1,85.35,4,0,Mortgage,8.3,0,2022-06-14
APP001915,45,Bachelor,Full-Time,Married,0,50000.0,410630.6,36,14.38,Medical,652,2.6,0,0.0,5,83.84,1,0,Mortgage,1.9,0,2022-12-20
APP001916,49,Bachelor,Full-Time,Married,2,11538.41,150187.04,24,16.4,Business,670,4.4,1,43752.0,0,89.95,3,0,Mortgage,1.1,0,2020-03-10
APP001917,35,High School,Self-Employed,Single,0,22737.38,295261.45,60,12.61,Personal,611,8.2,0,0.0,1,72.74,3,0,Mortgage,13.3,0,2021-09-09
APP001918,40,Bachelor,Full-Time,Single,1,44973.92,500000.0,36,8.43,Debt Consolidation,711,8.7,2,84283.36,3,75.48,4,0,Mortgage,10.6,0,2020-04-17
APP001919,32,Bachelor,Full-Time,Married,0,45089.86,500000.0,24,14.6,Personal,601,4.0,1,144065.97,0,77.97,0,0,Own,3.2,0,2021-08-30
APP001920,74,Bachelor,Full-Time,Single,2,50000.0,432198.71,36,11.0,Education,749,8.4,1,184852.45,1,80.56,1,0,Own,3.7,0,2022-01-23
APP001921,36,Master,Part-Time,Married,0,40649.92,465768.65,36,7.99,Education,709,6.1,1,20732.24,3,87.43,1,0,Own,4.3,0,2020-10-19
APP001922,47,Bachelor,Full-Time,Single,1,20065.78,152346.75,60,20.01,Personal,814,2.6,0,0.0,5,80.17,1,0,Mortgage,2.5,0,2022-10-20
APP001923,24,Bachelor,Self-Employed,Married,2,35293.47,152850.52,24,5.72,Education,647,5.2,1,143926.62,2,98.13,1,0,Mortgage,0.6,0,2020-01-09
APP001924,30,Master,Part-Time,Married,2,27158.09,192760.79,12,23.95,Debt Consolidation,627,6.3,1,69198.37,3,84.92,4,0,Own,5.6,0,2020-01-15
APP001925,23,Master,Retired,Single,4,13898.85,164499.1,48,24.15,Debt Consolidation,637,9.4,3,40679.85,2,41.37,2,0,Mortgage,5.9,0,2021-09-08
APP001926,29,Bachelor,Full-Time,Married,1,50000.0,500000.0,60,11.41,Personal,636,6.8,1,55748.14,4,86.13,2,0,Rent,2.8,0,2023-06-26
APP001927,48,Master,Full-Time,Married,1,50000.0,500000.0,48,13.86,Business,582,23.2,1,222994.44,2,86.72,1,0,Mortgage,9.4,0,2022-06-10
APP001928,37,Master,Full-Time,Single,0,50000.0,500000.0,24,9.51,Auto,712,4.0,3,27606.54,2,59.38,0,0,Own,5.0,0,2021-03-21
APP001929,42,Master,Full-Time,Single,0,39660.45,257213.4,36,21.92,Personal,746,1.0,2,127982.09,3,85.22,1,0,Mortgage,9.2,0,2020-11-06
APP001930,47,Bachelor,Full-Time,Married,5,44975.22,235772.2,60,8.93,Auto,691,4.4,4,221647.3,0,90.43,2,1,Mortgage,7.8,0,2023-01-04
APP001931,28,High School,Full-Time,Divorced,1,50000.0,329476.27,36,21.53,Education,598,3.7,1,116803.16,2,64.92,0,0,Mortgage,7.5,0,2022-12-20
APP001932,49,Bachelor,Self-Employed,Single,4,19691.19,226143.36,24,12.9,Auto,721,3.8,0,0.0,1,82.28,0,0,Own,21.6,0,2023-06-12
APP001933,23,Master,Full-Time,Married,0,50000.0,500000.0,24,14.99,Home,473,9.1,2,95252.38,1,74.03,1,0,Rent,2.6,0,2023-10-26
APP001934,32,Master,Full-Time,Divorced,2,50000.0,500000.0,36,20.37,Personal,721,10.9,3,55125.41,1,89.6,2,0,Own,7.6,0,2020-12-20
APP001935,52,Vocational,Full-Time,Married,1,39742.67,303976.51,36,13.54,Business,653,11.2,0,0.0,0,96.43,1,0,Mortgage,1.2,0,2023-12-04
APP001936,30,Bachelor,Full-Time,Single,0,50000.0,500000.0,24,6.71,Debt Consolidation,747,3.3,1,227133.6,0,84.05,2,0,Mortgage,5.7,1,2020-01-04
APP001937,47,High School,Full-Time,Widowed,1,14938.23,64698.13,24,16.28,Home,670,8.9,4,26228.11,1,75.6,4,0,Rent,4.0,0,2021-02-08
APP001938,22,Bachelor,Part-Time,Married,0,21641.43,114392.49,36,9.56,Home,660,4.7,2,11176.04,1,95.78,4,0,Mortgage,3.2,0,2023-01-08
APP001939,42,Bachelor,Self-Employed,Single,3,48404.7,358342.52,36,9.72,Debt Consolidation,747,7.6,1,44768.67,1,82.2,2,0,Rent,1.9,0,2023-11-20
APP001940,18,Bachelor,Full-Time,Married,0,50000.0,500000.0,60,17.41,Home,800,2.7,0,0.0,5,90.45,2,0,Rent,6.2,0,2020-06-28
APP001941,56,PhD,Full-Time,Married,2,50000.0,250326.64,12,19.79,Home,771,6.8,3,85674.88,2,87.61,3,0,Rent,25.5,0,2020-03-29
APP001942,32,Master,Full-Time,Single,2,50000.0,500000.0,24,13.29,Auto,646,4.1,1,248987.2,2,67.95,0,0,Own,5.6,0,2022-11-05
APP001943,63,High School,Self-Employed,Single,0,50000.0,201473.59,36,20.56,Personal,680,19.0,1,237753.2,5,91.84,0,0,Own,5.9,0,2020-11-27
APP001944,39,PhD,Full-Time,Single,3,50000.0,279469.11,36,11.16,Business,611,4.5,2,106831.43,0,63.03,1,1,Mortgage,12.5,0,2023-05-02
APP001945,18,Master,Full-Time,Divorced,0,50000.0,367675.74,60,16.62,Debt Consolidation,666,6.1,0,0.0,2,81.64,1,0,Mortgage,5.7,0,2021-06-06
APP001946,48,Bachelor,Part-Time,Single,1,23781.08,262325.94,36,20.13,Home,664,9.8,1,98814.09,0,79.56,0,0,Own,3.5,0,2023-09-25
APP001947,44,Bachelor,Full-Time,Married,2,50000.0,500000.0,24,5.79,Personal,654,8.8,4,221377.33,1,80.5,2,0,Mortgage,7.6,0,2023-08-03
APP001948,61,High School,Full-Time,Married,0,47854.13,230718.2,60,22.43,Business,725,10.6,2,193837.67,0,73.6,4,0,Rent,5.9,0,2020-07-16
APP001949,52,Master,Full-Time,Single,1,41361.59,448804.72,60,5.77,Personal,562,11.4,1,180386.21,2,65.11,2,0,Rent,12.1,0,2023-06-26
APP001950,47,Bachelor,Retired,Single,2,11815.82,155177.69,48,15.1,Personal,763,4.6,5,13200.15,1,96.31,1,0,Rent,8.9,0,2023-01-01
APP001951,54,High School,Part-Time,Married,2,50000.0,500000.0,12,24.16,Education,644,3.0,1,81160.08,2,72.51,1,0,Rent,0.6,0,2021-09-19
APP001952,64,High School,Part-Time,Married,0,50000.0,151622.5,24,16.58,Debt Consolidation,587,10.9,1,139873.19,2,79.17,2,0,Mortgage,4.4,0,2022-12-19
APP001953,43,PhD,Full-Time,Single,4,50000.0,500000.0,24,24.78,Education,619,9.1,0,0.0,5,90.89,1,0,Rent,11.3,0,2022-10-19
APP001954,51,Bachelor,Full-Time,Single,0,50000.0,500000.0,24,22.79,Personal,506,12.7,0,0.0,3,53.56,2,0,Mortgage,2.5,0,2021-02-15
APP001955,41,PhD,Full-Time,Single,3,50000.0,265352.98,60,16.2,Debt Consolidation,573,5.2,4,160790.84,3,86.63,1,0,Own,2.9,0,2021-01-22
